nombre,tipo,clase
Pulpo de dos manchas de California,marino,molusco
Pulpo pigmeo del Atlántico,marino,molusco
Pulpo de siete brazos,marino,molusco
Pulpo de cristal,marino,molusco
Argonauta,marino,molusco
Calamar de arrecife,marino,molusco
Calamar común europeo,marino,molusco
Calamar de cristal,marino,molusco
Calamar cerdito,marino,molusco
Calamar fresa,marino,molusco
Calamar volador japonés,marino,molusco
Calamar diamante,marino,molusco
Pota,marino,molusco
Chopito,marino,molusco
Sepia faraón,marino,molusco
Sepiola,marino,molusco
Calamar pijama rayado,marino,molusco
Caracol cono geográfico,marino,molusco
Caracol cono textil,marino,molusco
Cauri tigre,marino,molusco
Caracol múrex,marino,molusco
Caracol turbante,marino,molusco
Caracol luna,marino,molusco
Caracol violeta,marino,molusco
Buccino,marino,molusco
Cañaílla,marino,molusco
Ostra perlera,marino,molusco
Ostión del Pacífico,marino,molusco
Almeja fina,marino,molusco
Almeja japonesa,marino,molusco
Chirla,marino,molusco
Almeja de Islandia,marino,molusco
Almeja generosa,marino,molusco
Nacra,marino,molusco
Zamburiña,marino,molusco
Volandeira,marino,molusco
Dátil de mar,marino,molusco
Broma de mar,marino,molusco
Babosa de mar lechuga,marino,molusco
Nudibranquio flabelina,marino,molusco
Nudibranquio pikachu,marino,molusco
Nudibranquio payaso,marino,molusco
Ángel de mar,marino,molusco
Mariposa de mar,marino,molusco
Langosta del Caribe,marino,crustáceo
Cigarra de mar,marino,crustáceo
Santiaguiño,marino,crustáceo
Langosta de roca australiana,marino,crustáceo
Cangrejo de las nieves,marino,crustáceo
Cangrejo rey dorado,marino,crustáceo
Cangrejo de piedra,marino,crustáceo
Cangrejo de roca del Atlántico,marino,crustáceo
Cangrejo moro,marino,crustáceo
Zapaya,marino,crustáceo
Cangrejo de manglar,marino,crustáceo
Cangrejo soldado,marino,crustáceo
Cangrejo flecha,marino,crustáceo
Cangrejo decorador,marino,crustáceo
Cangrejo porcelana,marino,crustáceo
Cangrejo guisante,marino,crustáceo
Cangrejo esponja,marino,crustáceo
Cangrejo arlequín,marino,crustáceo
Topo de arena,marino,crustáceo
Cangrejo verde europeo,marino,crustáceo
Cangrejo chino de mitones,marino,crustáceo
Cangrejo corredor,marino,crustáceo
Jaiba mora,marino,crustáceo
Camarón arlequín,marino,crustáceo
Camarón mantis arponero,marino,crustáceo
Camarón boxeador,marino,crustáceo
Camarón fuego,marino,crustáceo
Camarón emperador,marino,crustáceo
Camarón rosado,marino,crustáceo
Camarón blanco del Pacífico,marino,crustáceo
Gamba roja,marino,crustáceo
Carabinero,marino,crustáceo
Quisquilla,marino,crustáceo
Gamba blanca,marino,crustáceo
Anfípodo gigante,marino,crustáceo
Pulga de mar,marino,crustáceo
Piojo de mar,marino,crustáceo
Ostrácodo luminoso,marino,crustáceo
Balano gigante,marino,crustáceo
Cangrejo ermitaño de anémona,marino,crustáceo
Medusa de puntos australianos,marino,invertebrado marino
Medusa invertida,marino,invertebrado marino
Medusa coronada,marino,invertebrado marino
Medusa gigante de Nomura,marino,invertebrado marino
Medusa bala de cañón,marino,invertebrado marino
Medusa de compases,marino,invertebrado marino
Medusa sombrero de flores,marino,invertebrado marino
Medusa de cristal,marino,invertebrado marino
Velero de mar,marino,invertebrado marino
Botón azul,marino,invertebrado marino
Sifonóforo gigante,marino,invertebrado marino
Anémona magnífica,marino,invertebrado marino
Anémona tomate,marino,invertebrado marino
Anémona atrapamoscas de Venus,marino,invertebrado marino
Anémona tubo,marino,invertebrado marino
Anémona gigante verde,marino,invertebrado marino
Coral champiñón,marino,invertebrado marino
Coral cuerno de ciervo,marino,invertebrado marino
Coral mesa,marino,invertebrado marino
Coral burbuja,marino,invertebrado marino
Coral sol,marino,invertebrado marino
Coral negro,marino,invertebrado marino
Coral rojo del Mediterráneo,marino,invertebrado marino
Coral dedos de muerto,marino,invertebrado marino
Látigo de mar,marino,invertebrado marino
Zoantario,marino,invertebrado marino
Estrella de mar azul,marino,invertebrado marino
Estrella de mar cojín,marino,invertebrado marino
Estrella chocolate chip,marino,invertebrado marino
Estrella cesta,marino,invertebrado marino
Estrella de mar murciélago,marino,invertebrado marino
Estrella de mar de cuero,marino,invertebrado marino
Erizo de mar rojo gigante,marino,invertebrado marino
Erizo lápiz,marino,invertebrado marino
Erizo de flor,marino,invertebrado marino
Erizo corazón,marino,invertebrado marino
Erizo de mar verde,marino,invertebrado marino
Pepino de mar piña,marino,invertebrado marino
Pepino de mar leopardo,marino,invertebrado marino
Cerdo de mar,marino,invertebrado marino
Manzana de mar,marino,invertebrado marino
Comátula,marino,invertebrado marino
Esponja cesta de Venus,marino,invertebrado marino
Esponja de baño,marino,invertebrado marino
Esponja arpa carnívora,marino,invertebrado marino
Gusano plumero,marino,invertebrado marino
Gusano de Pompeya,marino,invertebrado marino
Gusano cacahuete,marino,invertebrado marino
Gusano cinta gigante,marino,invertebrado marino
Gusano escama,marino,invertebrado marino
Gusano zombi,marino,invertebrado marino
Gusano de arena,marino,invertebrado marino
Gusano palolo,marino,invertebrado marino
Anfioxo,marino,invertebrado marino
Braquiópodo língula,marino,invertebrado marino
Araña de mar,marino,invertebrado marino
